ID,direction,speed,reliability
1000028044,T,43,6
1000028046,F,29,6
1000028047,F,27,6
1000031802,F,21,6
1000031803,F,25,6
1000045868,F,33,6
1000045869,F,33,6
1000045872,T,14,7
1000045873,T,13,7
1000048552,F,19,6
1000048553,F,25,6
1000048953,T,50,6
1000055908,F,21,6
1000055909,F,17,6
1000062636,T,49,6
1000062637,T,49,6
1000065214,F,30,6
1000065214,T,27,6
1000065215,F,30,6
1000065215,T,30,6
1000100739,F,21,8
1000100739,T,44,6
1000100740,F,21,8
1000100740,T,45,6
1000107390,T,22,6
1000107392,F,22,6
1000108276,F,31,6
1000108276,T,29,6
1000108277,T,29,6
1000114055,F,23,6
1000173660,T,34,6
1000173661,T,34,6
1000173662,T,34,6
1000175344,F,36,6
1000175910,F,38,6
1000175911,F,50,6
1000175912,F,37,6
1000175913,F,9,6
1000175914,F,37,6
1000175915,F,37,6
1000181054,T,19,6
1000181055,T,19,6
1000181056,F,18,6
1000181057,F,18,6
1000237911,F,34,6
1000237912,F,34,6
1000237921,F,34,6
1000237922,F,34,6
1000243920,F,36,6
1000243923,F,25,6
1000243924,F,7,6
1000244284,F,23,7
1000244284,T,23,6
1000244285,F,14,7
1000244285,T,23,6
1000466773,F,15,6
1000466776,T,41,6
1000486859,T,25,6
1000490854,F,50,10
1000490859,F,49,10
1000497869,F,50,6
1000497870,F,50,6
1000498307,F,70,6
1000498308,F,63,6
1000498309,T,51,6
1000498310,T,51,6
1000500036,F,50,6
1000500040,T,30,6
1000500041,F,68,6
1000500042,F,68,6
1000500044,F,42,6
1000500045,F,68,6
1000500046,F,68,6
1000500050,F,50,6
1000503467,F,23,6
1000503469,T,35,10
1000503470,T,35,10
1000504151,T,61,6
1000504979,F,50,6
1000504980,F,50,6
1000504981,F,50,6
1000504983,F,50,6
1000505003,F,36,6
1000505010,F,28,6
1000505011,F,28,6
1000505245,T,32,6
1000505246,T,32,6
1000505247,T,12,6
1000505248,T,12,6
1000505251,T,51,6
