ID,direction,speed,reliability
1000002670,F,42,6
1000002671,F,42,6
1000013510,F,18,6
1000013511,F,18,6
1000013513,F,26,6
1000013514,F,23,6
1000028044,T,43,6
1000028046,F,29,6
1000028047,F,27,6
1000031796,F,43,6
1000031797,F,38,6
1000031802,F,21,6
1000031803,F,25,6
1000035297,T,13,6
1000035298,T,19,6
1000045870,F,41,6
1000045871,F,41,6
1000045872,T,14,8
1000045873,T,13,8
1000048552,F,19,7
1000048552,T,17,6
1000048553,F,25,7
1000048553,T,17,6
1000048953,T,50,6
1000062636,T,40,8
1000062637,T,38,8
1000065214,F,30,6
1000065215,F,30,6
1000065215,T,30,6
1000100739,T,14,8
1000100740,T,50,8
1000104130,F,14,6
1000104131,T,14,6
1000108276,F,31,6
1000108276,T,29,6
1000108277,T,29,6
1000173657,F,39,6
1000173658,F,33,6
1000173659,F,35,6
1000173660,T,35,8
1000173661,T,35,8
1000173662,T,35,8
1000175344,F,14,6
1000175910,F,35,6
1000175911,F,42,6
1000175912,F,37,6
1000175913,F,15,6
1000175914,F,37,6
1000175915,F,37,6
1000181054,T,19,6
1000181055,T,19,6
1000181056,F,24,8
1000181057,F,24,8
1000237921,T,44,6
1000237922,T,50,6
1000243919,F,46,6
1000243920,F,36,6
1000243923,F,25,6
1000243924,F,7,6
1000243927,F,43,6
1000243928,F,46,6
1000244284,F,23,7
1000244284,T,23,6
1000244285,F,14,7
1000244285,T,23,6
1000466773,F,15,6
1000466776,T,25,8
1000490854,F,53,10
1000490854,T,54,6
1000490859,F,50,10
1000490859,T,54,6
1000497869,F,50,6
1000497870,F,50,6
1000498309,F,53,6
1000498310,F,53,6
1000500041,F,68,6
1000500042,F,68,6
1000500044,F,42,6
1000500045,F,68,6
1000500046,F,68,6
1000500050,F,50,6
1000503469,T,35,10
1000503470,T,34,10
1000504151,T,61,7
1000504174,T,50,6
1000505010,F,28,6
1000505010,T,23,6
1000505011,F,28,6
1000505075,T,36,6
1000505247,T,12,6
1000505248,T,12,6
1000508356,F,30,6
1000508358,F,30,6
1000508359,F,30,6
1000508360,F,30,6
1000508363,F,30,6
1000508364,F,21,6
1000508365,F,30,6
1000508368,T,21,6
1000508369,T,21,6
1000509272,F,30,6
1000509273,F,30,6
1000509281,F,30,6
1000509282,F,30,6
1000509283,F,90,6
1000509284,F,90,6
1000509291,F,30,6
1000509292,F,30,6
1000509331,F,39,6
1000510029,F,50,6
1000510030,F,30,6
1000510031,F,30,6
1000510032,F,50,6
1000510033,F,50,6
1000510034,F,30,6
1000510379,F,56,6
1000510380,F,56,6
1000510392,F,90,6
1000510393,F,90,6
1000510401,F,50,7
1000510401,T,50,6
1000510402,F,50,7
1000510402,T,50,6
1000510535,F,42,6
1000510536,F,42,6
1000510577,T,50,6
1000510578,T,50,6
1000510579,T,50,6
1000510580,T,50,6
1000510581,T,50,6
1000510582,F,50,7
1000510583,T,50,7
1000510588,F,50,6
1000510589,F,50,6
1000510592,T,50,6
1000510593,T,50,6
1000510596,F,67,6
1000510597,F,65,6
1000510833,T,35,6
1000510834,T,30,6
1000510849,T,50,6
1000510850,T,51,6
1000510917,F,40,6
1000510918,F,43,6
1000511301,F,30,6
1000511489,F,59,6
1000511495,F,75,6
1000511496,F,65,6
1000511497,F,59,6
1000511564,T,50,6
1000511565,T,50,6
1000511568,T,46,6
1000511569,T,35,6
1000511903,T,90,6
1000511963,T,57,6
1000511964,T,58,6
1000512034,T,50,6
1000512035,T,50,6
1000512117,F,50,6
1000512118,F,50,6
1000512723,T,17,6
1000512853,F,66,6
1000512854,F,59,6
1000513044,T,67,6
1000513045,T,67,6
1000513046,T,70,6
1000513047,T,26,6
1000513264,F,30,6
1000513265,F,30,6
1000513266,F,30,6
1000513267,T,30,6
1000513270,F,30,6
1000513271,F,30,6
1000513272,F,30,6
1000513273,F,30,6
1000513323,T,52,6
1000513324,T,48,6
1000513384,T,41,6
1000513385,T,41,6
1000513848,T,30,8
1000513849,F,28,7
1000513851,F,34,6
1000514124,F,29,8
1000514125,F,29,8
1000514126,F,29,8
1000514127,F,29,8
1000514132,F,30,8
1000514133,F,30,8
1000531575,F,35,6
1000554546,F,52,6
1000554547,F,37,6
1000555004,F,40,6
1000555010,F,32,8
1000555011,F,45,8
1000555754,F,60,8
1000555754,T,59,6
1000555757,T,50,6
1000555758,T,50,6
1000555761,T,66,10
1000555762,T,50,8
1000555763,T,50,8
1000555764,T,50,6
1000555765,T,50,6
1000555770,T,46,8
1000556833,T,50,6
1000556834,T,50,6
1000556835,T,50,6
1000556840,F,50,6
1000556840,T,50,7
1000556841,F,50,6
1000556841,T,50,7
1000556848,F,50,6
1000556849,F,50,6
1000556850,F,34,6
1000556851,F,34,6
1000557018,F,30,6
1000557019,T,30,6
1000558429,F,30,6
1000558429,T,30,6
1000558430,F,30,6
1000558430,T,30,6
1000558432,T,21,6
1000558433,T,21,6
1000558434,T,21,6
1000558435,T,21,6
1000558442,T,24,6
1000558484,F,90,6
1000558485,F,45,8
1000558486,F,90,6
1000558494,F,30,8
1000558495,F,38,8
1000558496,F,71,7
1000558496,T,77,7
1000558499,F,90,6
1000558500,F,90,6
1000558501,F,90,6
1000558643,F,48,6
1000558648,T,50,6
1000558661,F,49,6
1000558662,F,57,6
1000558663,F,50,6
1000559465,F,50,6
1000559466,F,50,6
1000559993,T,62,7
1000559994,T,60,7
1000560672,T,38,6
1000560676,F,50,6
1000560677,F,50,6
1000560678,F,50,8
1000560679,F,50,8
1000560682,F,30,6
1000560683,F,30,6
1000562481,T,34,6
1000562482,T,12,6
1000562492,F,48,7
1000562499,F,89,6
1000562499,T,67,6
1000562500,F,89,6
1000562500,T,78,6
1000562659,F,30,6
1000562662,F,30,6
1000562663,F,30,6
1000562666,F,30,6
1000562667,F,30,6
1000562668,F,30,6
1000562669,F,30,6
1000562674,F,30,6
1000562675,F,30,6
1000562686,T,30,6
1000562687,T,30,6
1000563253,F,48,10
1000563253,T,54,6
1000563254,F,54,10
1000563254,T,54,6
1000566012,T,38,6
1000566013,T,38,6
1000566014,T,33,6
1000566015,T,20,6
1000566016,F,15,6
1000566017,F,15,6
1000566018,F,17,6
1000566019,F,17,6
1000566020,F,17,6
1000566021,F,17,6
1000566022,T,11,6
1000566496,T,52,6
1000566497,T,62,6
1000566498,F,62,6
1000566499,T,62,6
1000566502,T,75,6
1000566503,T,75,6
1000566504,T,44,6
1000566505,T,44,6
1000566510,T,74,6
1000566511,T,71,6
1000566520,F,34,6
1000566521,T,40,7
1000567241,T,60,10
1000567242,T,60,10
1000567243,T,61,10
1000567244,T,61,10
1000567245,T,60,10
1000567246,F,65,6
1000567246,T,68,10
1000567249,F,35,7
1000567254,T,30,6
1000567255,T,30,6
1000567256,F,52,6
1000567257,F,52,6
1000567258,T,30,6
1000567259,T,30,6
1000567264,F,52,6
1000567265,F,52,6
1000567941,T,45,8
1000567943,F,50,7
1000567943,T,50,8
1000567944,T,50,8
1000568533,F,35,6
1000568541,F,66,6
1000568542,F,90,6
1000568545,F,70,6
1000568550,F,52,8
1000568626,F,49,10
1000568626,T,54,6
1000568627,F,39,8
1000569672,T,30,6
1000569673,T,30,6
1000571577,F,30,6
1000571578,F,30,6
1000573789,F,30,6
1000573790,F,30,6
1000573791,T,30,6
1000573792,T,30,6
1000573793,T,71,6
1000573794,T,70,6
1000573795,T,64,6
1000573796,T,64,6
1000574011,F,19,6
1000574045,T,30,6
1000574046,T,30,6
1000574050,T,30,6
1000574051,T,30,6
1000575407,F,33,6
1000575408,F,28,6
1000575640,T,30,6
1000575641,T,30,6
1000576184,F,50,8
1000576185,F,50,8
1000576186,F,30,6
1000576187,F,30,6
1000576211,F,39,6
1000576211,T,44,8
1000576212,F,39,6
1000576212,T,44,8
1000576296,F,43,6
1000576297,F,30,6
1000582168,T,86,6
1000582169,T,86,6
1000582170,T,50,6
1000582171,T,50,6
1000582172,T,50,6
1000582173,T,50,6
1000582174,T,38,6
1000582175,T,42,6
1000582176,T,56,6
1000582177,T,68,6
1000582178,T,71,6
1000582179,T,78,6
1000582182,T,86,6
1000582183,T,86,6
1000582355,F,25,6
1000582356,F,25,6
1000582492,F,14,6
1000582493,F,31,6
1000582500,T,50,8
1000582501,T,50,8
1000582502,T,57,8
1000582503,T,75,8
1000583151,F,35,7
1000583152,F,30,7
1000583153,T,10,7
1000583154,T,25,7
1000583411,F,63,6
1000583412,F,63,6
1000583413,F,63,6
1000583414,F,63,6
1000583415,F,63,6
1000583423,F,30,6
1000583424,F,30,6
1000583425,F,50,6
1000583426,F,50,6
1000583547,T,50,7
1000583548,T,49,7
1000583549,T,50,7
